id,date,sku,store_id,units_sold
1330,2024-09-26,SKU1005,STR006,192
1331,2024-09-26,SKU1001,STR007,253
1332,2024-09-26,SKU1002,STR007,150
1333,2024-09-26,SKU1003,STR007,270
1334,2024-09-26,SKU1004,STR007,242
1335,2024-09-26,SKU1005,STR007,298
1336,2024-09-26,SKU1001,STR008,83
1337,2024-09-26,SKU1002,STR008,117
1338,2024-09-26,SKU1003,STR008,68
1339,2024-09-26,SKU1004,STR008,70
1340,2024-09-26,SKU1005,STR008,54
1341,2024-09-26,SKU1001,STR009,107
1342,2024-09-26,SKU1002,STR009,90
1343,2024-09-26,SKU1003,STR009,65
1344,2024-09-26,SKU1004,STR009,109
1345,2024-09-26,SKU1005,STR009,107
1346,2024-09-26,SKU1001,STR010,84
1347,2024-09-26,SKU1002,STR010,68
1348,2024-09-26,SKU1003,STR010,74
1349,2024-09-26,SKU1004,STR010,119
1350,2024-09-26,SKU1005,STR010,99
1351,2024-09-27,SKU1001,STR001,118
1352,2024-09-27,SKU1002,STR001,104
1353,2024-09-27,SKU1003,STR001,110
1354,2024-09-27,SKU1004,STR001,62
1355,2024-09-27,SKU1005,STR001,56
1356,2024-09-27,SKU1001,STR002,20
1357,2024-09-27,SKU1002,STR002,18
1358,2024-09-27,SKU1003,STR002,19
1359,2024-09-27,SKU1004,STR002,8
1360,2024-09-27,SKU1005,STR002,14
1361,2024-09-27,SKU1001,STR003,15
1362,2024-09-27,SKU1002,STR003,15
1363,2024-09-27,SKU1003,STR003,16
1364,2024-09-27,SKU1004,STR003,29
1365,2024-09-27,SKU1005,STR003,9
1366,2024-09-27,SKU1001,STR004,58
1367,2024-09-27,SKU1002,STR004,54
1368,2024-09-27,SKU1003,STR004,91
1369,2024-09-27,SKU1004,STR004,56
1370,2024-09-27,SKU1005,STR004,62
1371,2024-09-27,SKU1001,STR005,27
1372,2024-09-27,SKU1002,STR005,22
1373,2024-09-27,SKU1003,STR005,8
1374,2024-09-27,SKU1004,STR005,17
1375,2024-09-27,SKU1005,STR005,6
1376,2024-09-27,SKU1001,STR006,253
1377,2024-09-27,SKU1002,STR006,291
1378,2024-09-27,SKU1003,STR006,204
1379,2024-09-27,SKU1004,STR006,207
1380,2024-09-27,SKU1005,STR006,179
1381,2024-09-27,SKU1001,STR007,299
1382,2024-09-27,SKU1002,STR007,204
1383,2024-09-27,SKU1003,STR007,157
1384,2024-09-27,SKU1004,STR007,151
1385,2024-09-27,SKU1005,STR007,247
1386,2024-09-27,SKU1001,STR008,101
1387,2024-09-27,SKU1002,STR008,57
1388,2024-09-27,SKU1003,STR008,118
1389,2024-09-27,SKU1004,STR008,108
1390,2024-09-27,SKU1005,STR008,75
1391,2024-09-27,SKU1001,STR009,61
1392,2024-09-27,SKU1002,STR009,83
1393,2024-09-27,SKU1003,STR009,62
1394,2024-09-27,SKU1004,STR009,91
1395,2024-09-27,SKU1005,STR009,54
1396,2024-09-27,SKU1001,STR010,81
1397,2024-09-27,SKU1002,STR010,84
1398,2024-09-27,SKU1003,STR010,111
1399,2024-09-27,SKU1004,STR010,95
1400,2024-09-27,SKU1005,STR010,60
1401,2024-09-28,SKU1001,STR001,76
1402,2024-09-28,SKU1002,STR001,57
1403,2024-09-28,SKU1003,STR001,52
1404,2024-09-28,SKU1004,STR001,119
1405,2024-09-28,SKU1005,STR001,50
1406,2024-09-28,SKU1001,STR002,14
1407,2024-09-28,SKU1002,STR002,22
1408,2024-09-28,SKU1003,STR002,27
1409,2024-09-28,SKU1004,STR002,18
1410,2024-09-28,SKU1005,STR002,10
1411,2024-09-28,SKU1001,STR003,22
1412,2024-09-28,SKU1002,STR003,22
1413,2024-09-28,SKU1003,STR003,20
1414,2024-09-28,SKU1004,STR003,15
1415,2024-09-28,SKU1005,STR003,6
1416,2024-09-28,SKU1001,STR004,92
1417,2024-09-28,SKU1002,STR004,103
1418,2024-09-28,SKU1003,STR004,106
1419,2024-09-28,SKU1004,STR004,51
1420,2024-09-28,SKU1005,STR004,79
1421,2024-09-28,SKU1001,STR005,25
1422,2024-09-28,SKU1002,STR005,6
1423,2024-09-28,SKU1003,STR005,29
1424,2024-09-28,SKU1004,STR005,16
1425,2024-09-28,SKU1005,STR005,6
1426,2024-09-28,SKU1001,STR006,258
1427,2024-09-28,SKU1002,STR006,296
1428,2024-09-28,SKU1003,STR006,190
1429,2024-09-28,SKU1004,STR006,186
1430,2024-09-28,SKU1005,STR006,166
1431,2024-09-28,SKU1001,STR007,277
1432,2024-09-28,SKU1002,STR007,198
1433,2024-09-28,SKU1003,STR007,194
1434,2024-09-28,SKU1004,STR007,274
1435,2024-09-28,SKU1005,STR007,186
1436,2024-09-28,SKU1001,STR008,114
1437,2024-09-28,SKU1002,STR008,55
1438,2024-09-28,SKU1003,STR008,80
1439,2024-09-28,SKU1004,STR008,91
1440,2024-09-28,SKU1005,STR008,52
1441,2024-09-28,SKU1001,STR009,78
1442,2024-09-28,SKU1002,STR009,55
1443,2024-09-28,SKU1003,STR009,72
1444,2024-09-28,SKU1004,STR009,81
1445,2024-09-28,SKU1005,STR009,53
1446,2024-09-28,SKU1001,STR010,51
1447,2024-09-28,SKU1002,STR010,87
1448,2024-09-28,SKU1003,STR010,56
1449,2024-09-28,SKU1004,STR010,84
1450,2024-09-28,SKU1005,STR010,105
1451,2024-09-29,SKU1001,STR001,78
1452,2024-09-29,SKU1002,STR001,70
1453,2024-09-29,SKU1003,STR001,57
1454,2024-09-29,SKU1004,STR001,93
1455,2024-09-29,SKU1005,STR001,108
1456,2024-09-29,SKU1001,STR002,25
1457,2024-09-29,SKU1002,STR002,19
1458,2024-09-29,SKU1003,STR002,6
1459,2024-09-29,SKU1004,STR002,28
1460,2024-09-29,SKU1005,STR002,16
1461,2024-09-29,SKU1001,STR003,21
1462,2024-09-29,SKU1002,STR003,8
1463,2024-09-29,SKU1003,STR003,13
1464,2024-09-29,SKU1004,STR003,24
1465,2024-09-29,SKU1005,STR003,15
1466,2024-09-29,SKU1001,STR004,69
1467,2024-09-29,SKU1002,STR004,119
1468,2024-09-29,SKU1003,STR004,64
1469,2024-09-29,SKU1004,STR004,106
1470,2024-09-29,SKU1005,STR004,107
1471,2024-09-29,SKU1001,STR005,18
1472,2024-09-29,SKU1002,STR005,21
1473,2024-09-29,SKU1003,STR005,23
1474,2024-09-29,SKU1004,STR005,5
1475,2024-09-29,SKU1005,STR005,27
1476,2024-09-29,SKU1001,STR006,201
1477,2024-09-29,SKU1002,STR006,190
1478,2024-09-29,SKU1003,STR006,161
1479,2024-09-29,SKU1004,STR006,194
1480,2024-09-29,SKU1005,STR006,176
1481,2024-09-29,SKU1001,STR007,236
1482,2024-09-29,SKU1002,STR007,218
1483,2024-09-29,SKU1003,STR007,261
1484,2024-09-29,SKU1004,STR007,272
1485,2024-09-29,SKU1005,STR007,158
1486,2024-09-29,SKU1001,STR008,102
1487,2024-09-29,SKU1002,STR008,98
1488,2024-09-29,SKU1003,STR008,78
1489,2024-09-29,SKU1004,STR008,118
1490,2024-09-29,SKU1005,STR008,87
1491,2024-09-29,SKU1001,STR009,51
1492,2024-09-29,SKU1002,STR009,115
1493,2024-09-29,SKU1003,STR009,118
1494,2024-09-29,SKU1004,STR009,73
1495,2024-09-29,SKU1005,STR009,105
1496,2024-09-29,SKU1001,STR010,104
1497,2024-09-29,SKU1002,STR010,88
1498,2024-09-29,SKU1003,STR010,57
1499,2024-09-29,SKU1004,STR010,50
1500,2024-09-29,SKU1005,STR010,61
1501,2024-09-30,SKU1001,STR001,57
1502,2024-09-30,SKU1002,STR001,104
1503,2024-09-30,SKU1003,STR001,76
1504,2024-09-30,SKU1004,STR001,116
1505,2024-09-30,SKU1005,STR001,112
1506,2024-09-30,SKU1001,STR002,23
1507,2024-09-30,SKU1002,STR002,14
1508,2024-09-30,SKU1003,STR002,10
1509,2024-09-30,SKU1004,STR002,29
1510,2024-09-30,SKU1005,STR002,19
1511,2024-09-30,SKU1001,STR003,21
1512,2024-09-30,SKU1002,STR003,5
1513,2024-09-30,SKU1003,STR003,20
1514,2024-09-30,SKU1004,STR003,16
1515,2024-09-30,SKU1005,STR003,14
1516,2024-09-30,SKU1001,STR004,106
1517,2024-09-30,SKU1002,STR004,79
1518,2024-09-30,SKU1003,STR004,51
1519,2024-09-30,SKU1004,STR004,51
1520,2024-09-30,SKU1005,STR004,100
1521,2024-09-30,SKU1001,STR005,8
1522,2024-09-30,SKU1002,STR005,22
1523,2024-09-30,SKU1003,STR005,10
1524,2024-09-30,SKU1004,STR005,27
1525,2024-09-30,SKU1005,STR005,28
1526,2024-09-30,SKU1001,STR006,214
1527,2024-09-30,SKU1002,STR006,245
1528,2024-09-30,SKU1003,STR006,291
1529,2024-09-30,SKU1004,STR006,189
1530,2024-09-30,SKU1005,STR006,270
1531,2024-09-30,SKU1001,STR007,247
1532,2024-09-30,SKU1002,STR007,151
1533,2024-09-30,SKU1003,STR007,297
1534,2024-09-30,SKU1004,STR007,165
1535,2024-09-30,SKU1005,STR007,248
1536,2024-09-30,SKU1001,STR008,61
1537,2024-09-30,SKU1002,STR008,60
1538,2024-09-30,SKU1003,STR008,57
1539,2024-09-30,SKU1004,STR008,113
1540,2024-09-30,SKU1005,STR008,81
1541,2024-09-30,SKU1001,STR009,50
1542,2024-09-30,SKU1002,STR009,91
1543,2024-09-30,SKU1003,STR009,54
1544,2024-09-30,SKU1004,STR009,102
1545,2024-09-30,SKU1005,STR009,74
1546,2024-09-30,SKU1001,STR010,88
1547,2024-09-30,SKU1002,STR010,55
1548,2024-09-30,SKU1003,STR010,90
1549,2024-09-30,SKU1004,STR010,86
1550,2024-09-30,SKU1005,STR010,90
1551,2024-10-01,SKU1001,STR001,112
1552,2024-10-01,SKU1002,STR001,55
1553,2024-10-01,SKU1003,STR001,105
1554,2024-10-01,SKU1004,STR001,50
1555,2024-10-01,SKU1005,STR001,62
1556,2024-10-01,SKU1001,STR002,26
1557,2024-10-01,SKU1002,STR002,12
1558,2024-10-01,SKU1003,STR002,5
1559,2024-10-01,SKU1004,STR002,18
1560,2024-10-01,SKU1005,STR002,20
1561,2024-10-01,SKU1001,STR003,21
1562,2024-10-01,SKU1002,STR003,26
1563,2024-10-01,SKU1003,STR003,19
1564,2024-10-01,SKU1004,STR003,7
1565,2024-10-01,SKU1005,STR003,23
1566,2024-10-01,SKU1001,STR004,67
1567,2024-10-01,SKU1002,STR004,85
1568,2024-10-01,SKU1003,STR004,59
1569,2024-10-01,SKU1004,STR004,88
1570,2024-10-01,SKU1005,STR004,82
1571,2024-10-01,SKU1001,STR005,24
1572,2024-10-01,SKU1002,STR005,5
1573,2024-10-01,SKU1003,STR005,28
1574,2024-10-01,SKU1004,STR005,21
1575,2024-10-01,SKU1005,STR005,21
1576,2024-10-01,SKU1001,STR006,257
1577,2024-10-01,SKU1002,STR006,167
1578,2024-10-01,SKU1003,STR006,209
1579,2024-10-01,SKU1004,STR006,271
1580,2024-10-01,SKU1005,STR006,270
1581,2024-10-01,SKU1001,STR007,296
1582,2024-10-01,SKU1002,STR007,236
1583,2024-10-01,SKU1003,STR007,269
1584,2024-10-01,SKU1004,STR007,229
1585,2024-10-01,SKU1005,STR007,155
1586,2024-10-01,SKU1001,STR008,103
1587,2024-10-01,SKU1002,STR008,119
1588,2024-10-01,SKU1003,STR008,62
1589,2024-10-01,SKU1004,STR008,71
1590,2024-10-01,SKU1005,STR008,55
1591,2024-10-01,SKU1001,STR009,99
1592,2024-10-01,SKU1002,STR009,86
1593,2024-10-01,SKU1003,STR009,85
1594,2024-10-01,SKU1004,STR009,70
1595,2024-10-01,SKU1005,STR009,114
1596,2024-10-01,SKU1001,STR010,79
1597,2024-10-01,SKU1002,STR010,83
1598,2024-10-01,SKU1003,STR010,66
1599,2024-10-01,SKU1004,STR010,77
1600,2024-10-01,SKU1005,STR010,109
1601,2024-10-02,SKU1001,STR001,57
1602,2024-10-02,SKU1002,STR001,73
1603,2024-10-02,SKU1003,STR001,69
1604,2024-10-02,SKU1004,STR001,91
1605,2024-10-02,SKU1005,STR001,105
1606,2024-10-02,SKU1001,STR002,22
1607,2024-10-02,SKU1002,STR002,24
1608,2024-10-02,SKU1003,STR002,13
1609,2024-10-02,SKU1004,STR002,26
1610,2024-10-02,SKU1005,STR002,14
1611,2024-10-02,SKU1001,STR003,25
1612,2024-10-02,SKU1002,STR003,8
1613,2024-10-02,SKU1003,STR003,10
1614,2024-10-02,SKU1004,STR003,24
1615,2024-10-02,SKU1005,STR003,12
1616,2024-10-02,SKU1001,STR004,79
1617,2024-10-02,SKU1002,STR004,67
1618,2024-10-02,SKU1003,STR004,94
1619,2024-10-02,SKU1004,STR004,65
1620,2024-10-02,SKU1005,STR004,100
1621,2024-10-02,SKU1001,STR005,20
1622,2024-10-02,SKU1002,STR005,16
1623,2024-10-02,SKU1003,STR005,26
1624,2024-10-02,SKU1004,STR005,8
1625,2024-10-02,SKU1005,STR005,23
1626,2024-10-02,SKU1001,STR006,226
1627,2024-10-02,SKU1002,STR006,220
1628,2024-10-02,SKU1003,STR006,271
1629,2024-10-02,SKU1004,STR006,171
1630,2024-10-02,SKU1005,STR006,229
1631,2024-10-02,SKU1001,STR007,275
1632,2024-10-02,SKU1002,STR007,224
1633,2024-10-02,SKU1003,STR007,194
1634,2024-10-02,SKU1004,STR007,261
1635,2024-10-02,SKU1005,STR007,224
1636,2024-10-02,SKU1001,STR008,72
1637,2024-10-02,SKU1002,STR008,96
1638,2024-10-02,SKU1003,STR008,84
1639,2024-10-02,SKU1004,STR008,83
1640,2024-10-02,SKU1005,STR008,88
1641,2024-10-02,SKU1001,STR009,108
1642,2024-10-02,SKU1002,STR009,59
1643,2024-10-02,SKU1003,STR009,108
1644,2024-10-02,SKU1004,STR009,110
1645,2024-10-02,SKU1005,STR009,85
1646,2024-10-02,SKU1001,STR010,101
1647,2024-10-02,SKU1002,STR010,64
1648,2024-10-02,SKU1003,STR010,103
1649,2024-10-02,SKU1004,STR010,95
1650,2024-10-02,SKU1005,STR010,91
1651,2024-10-03,SKU1001,STR001,57
1652,2024-10-03,SKU1002,STR001,52
1653,2024-10-03,SKU1003,STR001,100
1654,2024-10-03,SKU1004,STR001,59
1655,2024-10-03,SKU1005,STR001,93
1656,2024-10-03,SKU1001,STR002,23
1657,2024-10-03,SKU1002,STR002,11
1658,2024-10-03,SKU1003,STR002,9
1659,2024-10-03,SKU1004,STR002,25
1660,2024-10-03,SKU1005,STR002,28
1661,2024-10-03,SKU1001,STR003,6
1662,2024-10-03,SKU1002,STR003,15
1663,2024-10-03,SKU1003,STR003,23
1664,2024-10-03,SKU1004,STR003,27
1665,2024-10-03,SKU1005,STR003,15
1666,2024-10-03,SKU1001,STR004,91
1667,2024-10-03,SKU1002,STR004,95
1668,2024-10-03,SKU1003,STR004,85
1669,2024-10-03,SKU1004,STR004,57
1670,2024-10-03,SKU1005,STR004,58
1671,2024-10-03,SKU1001,STR005,18
1672,2024-10-03,SKU1002,STR005,5
1673,2024-10-03,SKU1003,STR005,6
1674,2024-10-03,SKU1004,STR005,20
1675,2024-10-03,SKU1005,STR005,26
1676,2024-10-03,SKU1001,STR006,229
1677,2024-10-03,SKU1002,STR006,165
1678,2024-10-03,SKU1003,STR006,295
1679,2024-10-03,SKU1004,STR006,196
1680,2024-10-03,SKU1005,STR006,293
1681,2024-10-03,SKU1001,STR007,192
1682,2024-10-03,SKU1002,STR007,253
1683,2024-10-03,SKU1003,STR007,262
1684,2024-10-03,SKU1004,STR007,281
1685,2024-10-03,SKU1005,STR007,234
1686,2024-10-03,SKU1001,STR008,103
1687,2024-10-03,SKU1002,STR008,63
1688,2024-10-03,SKU1003,STR008,69
1689,2024-10-03,SKU1004,STR008,73
1690,2024-10-03,SKU1005,STR008,99
1691,2024-10-03,SKU1001,STR009,110
1692,2024-10-03,SKU1002,STR009,96
1693,2024-10-03,SKU1003,STR009,64
1694,2024-10-03,SKU1004,STR009,109
1695,2024-10-03,SKU1005,STR009,78
1696,2024-10-03,SKU1001,STR010,69
1697,2024-10-03,SKU1002,STR010,102
1698,2024-10-03,SKU1003,STR010,90
1699,2024-10-03,SKU1004,STR010,104
1700,2024-10-03,SKU1005,STR010,79
1701,2024-10-04,SKU1001,STR001,104
1702,2024-10-04,SKU1002,STR001,73
1703,2024-10-04,SKU1003,STR001,102
1704,2024-10-04,SKU1004,STR001,74
1705,2024-10-04,SKU1005,STR001,116
1706,2024-10-04,SKU1001,STR002,8
1707,2024-10-04,SKU1002,STR002,10
1708,2024-10-04,SKU1003,STR002,13
1709,2024-10-04,SKU1004,STR002,26
1710,2024-10-04,SKU1005,STR002,24
1711,2024-10-04,SKU1001,STR003,23
1712,2024-10-04,SKU1002,STR003,18
1713,2024-10-04,SKU1003,STR003,24
1714,2024-10-04,SKU1004,STR003,9
1715,2024-10-04,SKU1005,STR003,15
1716,2024-10-04,SKU1001,STR004,78
1717,2024-10-04,SKU1002,STR004,110
1718,2024-10-04,SKU1003,STR004,84
1719,2024-10-04,SKU1004,STR004,91
1720,2024-10-04,SKU1005,STR004,66
1721,2024-10-04,SKU1001,STR005,23
1722,2024-10-04,SKU1002,STR005,5
1723,2024-10-04,SKU1003,STR005,11
1724,2024-10-04,SKU1004,STR005,20
1725,2024-10-04,SKU1005,STR005,9
1726,2024-10-04,SKU1001,STR006,277
1727,2024-10-04,SKU1002,STR006,285
1728,2024-10-04,SKU1003,STR006,212
1729,2024-10-04,SKU1004,STR006,269
1730,2024-10-04,SKU1005,STR006,151
1731,2024-10-04,SKU1001,STR007,254
1732,2024-10-04,SKU1002,STR007,276
1733,2024-10-04,SKU1003,STR007,213
1734,2024-10-04,SKU1004,STR007,248
1735,2024-10-04,SKU1005,STR007,170
1736,2024-10-04,SKU1001,STR008,97
1737,2024-10-04,SKU1002,STR008,70
1738,2024-10-04,SKU1003,STR008,96
1739,2024-10-04,SKU1004,STR008,82
1740,2024-10-04,SKU1005,STR008,112
1741,2024-10-04,SKU1001,STR009,66
1742,2024-10-04,SKU1002,STR009,94
1743,2024-10-04,SKU1003,STR009,102
1744,2024-10-04,SKU1004,STR009,90
1745,2024-10-04,SKU1005,STR009,116
1746,2024-10-04,SKU1001,STR010,75
1747,2024-10-04,SKU1002,STR010,91
1748,2024-10-04,SKU1003,STR010,107
1749,2024-10-04,SKU1004,STR010,94
1750,2024-10-04,SKU1005,STR010,65
1751,2024-10-05,SKU1001,STR001,58
1752,2024-10-05,SKU1002,STR001,72
1753,2024-10-05,SKU1003,STR001,66
1754,2024-10-05,SKU1004,STR001,86
1755,2024-10-05,SKU1005,STR001,91
1756,2024-10-05,SKU1001,STR002,15
1757,2024-10-05,SKU1002,STR002,14
1758,2024-10-05,SKU1003,STR002,28
1759,2024-10-05,SKU1004,STR002,10
1760,2024-10-05,SKU1005,STR002,29
1761,2024-10-05,SKU1001,STR003,20
1762,2024-10-05,SKU1002,STR003,22
1763,2024-10-05,SKU1003,STR003,21
1764,2024-10-05,SKU1004,STR003,18
1765,2024-10-05,SKU1005,STR003,7
1766,2024-10-05,SKU1001,STR004,70
1767,2024-10-05,SKU1002,STR004,73
1768,2024-10-05,SKU1003,STR004,95
1769,2024-10-05,SKU1004,STR004,103
1770,2024-10-05,SKU1005,STR004,52
1771,2024-10-05,SKU1001,STR005,8
1772,2024-10-05,SKU1002,STR005,22
1773,2024-10-05,SKU1003,STR005,12
1774,2024-10-05,SKU1004,STR005,24
1775,2024-10-05,SKU1005,STR005,27
1776,2024-10-05,SKU1001,STR006,187
1777,2024-10-05,SKU1002,STR006,277
1778,2024-10-05,SKU1003,STR006,198
1779,2024-10-05,SKU1004,STR006,258
1780,2024-10-05,SKU1005,STR006,232
1781,2024-10-05,SKU1001,STR007,289
1782,2024-10-05,SKU1002,STR007,275
1783,2024-10-05,SKU1003,STR007,292
1784,2024-10-05,SKU1004,STR007,249
1785,2024-10-05,SKU1005,STR007,211
1786,2024-10-05,SKU1001,STR008,56
1787,2024-10-05,SKU1002,STR008,60
1788,2024-10-05,SKU1003,STR008,87
1789,2024-10-05,SKU1004,STR008,88
1790,2024-10-05,SKU1005,STR008,62
1791,2024-10-05,SKU1001,STR009,92
1792,2024-10-05,SKU1002,STR009,107
1793,2024-10-05,SKU1003,STR009,65
1794,2024-10-05,SKU1004,STR009,59
1795,2024-10-05,SKU1005,STR009,82
1796,2024-10-05,SKU1001,STR010,55
1797,2024-10-05,SKU1002,STR010,68
1798,2024-10-05,SKU1003,STR010,57
1799,2024-10-05,SKU1004,STR010,105
1800,2024-10-05,SKU1005,STR010,101
1801,2024-10-06,SKU1001,STR001,68
1802,2024-10-06,SKU1002,STR001,113
1803,2024-10-06,SKU1003,STR001,88
1804,2024-10-06,SKU1004,STR001,66
1805,2024-10-06,SKU1005,STR001,111
1806,2024-10-06,SKU1001,STR002,24
1807,2024-10-06,SKU1002,STR002,9
1808,2024-10-06,SKU1003,STR002,5
1809,2024-10-06,SKU1004,STR002,8
1810,2024-10-06,SKU1005,STR002,23
1811,2024-10-06,SKU1001,STR003,6
1812,2024-10-06,SKU1002,STR003,29
1813,2024-10-06,SKU1003,STR003,19
1814,2024-10-06,SKU1004,STR003,16
1815,2024-10-06,SKU1005,STR003,17
1816,2024-10-06,SKU1001,STR004,93
1817,2024-10-06,SKU1002,STR004,112
1818,2024-10-06,SKU1003,STR004,118
1819,2024-10-06,SKU1004,STR004,68
1820,2024-10-06,SKU1005,STR004,79
1821,2024-10-06,SKU1001,STR005,26
1822,2024-10-06,SKU1002,STR005,16
1823,2024-10-06,SKU1003,STR005,19
1824,2024-10-06,SKU1004,STR005,11
1825,2024-10-06,SKU1005,STR005,17
1826,2024-10-06,SKU1001,STR006,248
1827,2024-10-06,SKU1002,STR006,200
1828,2024-10-06,SKU1003,STR006,254
1829,2024-10-06,SKU1004,STR006,193
1830,2024-10-06,SKU1005,STR006,201
1831,2024-10-06,SKU1001,STR007,241
1832,2024-10-06,SKU1002,STR007,227
1833,2024-10-06,SKU1003,STR007,169
1834,2024-10-06,SKU1004,STR007,182
1835,2024-10-06,SKU1005,STR007,242
1836,2024-10-06,SKU1001,STR008,69
1837,2024-10-06,SKU1002,STR008,86
1838,2024-10-06,SKU1003,STR008,85
1839,2024-10-06,SKU1004,STR008,116
1840,2024-10-06,SKU1005,STR008,50
1841,2024-10-06,SKU1001,STR009,77
1842,2024-10-06,SKU1002,STR009,112
1843,2024-10-06,SKU1003,STR009,88
1844,2024-10-06,SKU1004,STR009,93
1845,2024-10-06,SKU1005,STR009,50
1846,2024-10-06,SKU1001,STR010,118
1847,2024-10-06,SKU1002,STR010,81
1848,2024-10-06,SKU1003,STR010,59
1849,2024-10-06,SKU1004,STR010,51
1850,2024-10-06,SKU1005,STR010,118
1851,2024-10-07,SKU1001,STR001,67
1852,2024-10-07,SKU1002,STR001,79
1853,2024-10-07,SKU1003,STR001,112
1854,2024-10-07,SKU1004,STR001,71
1855,2024-10-07,SKU1005,STR001,56
1856,2024-10-07,SKU1001,STR002,27
1857,2024-10-07,SKU1002,STR002,7
1858,2024-10-07,SKU1003,STR002,21
1859,2024-10-07,SKU1004,STR002,10
1860,2024-10-07,SKU1005,STR002,5
1861,2024-10-07,SKU1001,STR003,21
1862,2024-10-07,SKU1002,STR003,18
1863,2024-10-07,SKU1003,STR003,12
1864,2024-10-07,SKU1004,STR003,20
1865,2024-10-07,SKU1005,STR003,10
1866,2024-10-07,SKU1001,STR004,92
1867,2024-10-07,SKU1002,STR004,50
1868,2024-10-07,SKU1003,STR004,106
1869,2024-10-07,SKU1004,STR004,68
1870,2024-10-07,SKU1005,STR004,87
1871,2024-10-07,SKU1001,STR005,25
1872,2024-10-07,SKU1002,STR005,5
1873,2024-10-07,SKU1003,STR005,16
1874,2024-10-07,SKU1004,STR005,5
1875,2024-10-07,SKU1005,STR005,20
1876,2024-10-07,SKU1001,STR006,206
1877,2024-10-07,SKU1002,STR006,234
1878,2024-10-07,SKU1003,STR006,266
1879,2024-10-07,SKU1004,STR006,152
1880,2024-10-07,SKU1005,STR006,169
1881,2024-10-07,SKU1001,STR007,159
1882,2024-10-07,SKU1002,STR007,279
1883,2024-10-07,SKU1003,STR007,233
1884,2024-10-07,SKU1004,STR007,257
1885,2024-10-07,SKU1005,STR007,151
1886,2024-10-07,SKU1001,STR008,79
1887,2024-10-07,SKU1002,STR008,106
1888,2024-10-07,SKU1003,STR008,86
1889,2024-10-07,SKU1004,STR008,118
1890,2024-10-07,SKU1005,STR008,82
1891,2024-10-07,SKU1001,STR009,68
1892,2024-10-07,SKU1002,STR009,100
1893,2024-10-07,SKU1003,STR009,59
1894,2024-10-07,SKU1004,STR009,93
1895,2024-10-07,SKU1005,STR009,53
1896,2024-10-07,SKU1001,STR010,110
1897,2024-10-07,SKU1002,STR010,104
1898,2024-10-07,SKU1003,STR010,66
1899,2024-10-07,SKU1004,STR010,69
1900,2024-10-07,SKU1005,STR010,56
1901,2024-10-08,SKU1001,STR001,91
1902,2024-10-08,SKU1002,STR001,65
1903,2024-10-08,SKU1003,STR001,94
1904,2024-10-08,SKU1004,STR001,90
1905,2024-10-08,SKU1005,STR001,81
1906,2024-10-08,SKU1001,STR002,21
1907,2024-10-08,SKU1002,STR002,23
1908,2024-10-08,SKU1003,STR002,21
1909,2024-10-08,SKU1004,STR002,7
1910,2024-10-08,SKU1005,STR002,26
1911,2024-10-08,SKU1001,STR003,15
1912,2024-10-08,SKU1002,STR003,11
1913,2024-10-08,SKU1003,STR003,21
1914,2024-10-08,SKU1004,STR003,24
1915,2024-10-08,SKU1005,STR003,29
1916,2024-10-08,SKU1001,STR004,53
1917,2024-10-08,SKU1002,STR004,52
1918,2024-10-08,SKU1003,STR004,87
1919,2024-10-08,SKU1004,STR004,85
1920,2024-10-08,SKU1005,STR004,96
1921,2024-10-08,SKU1001,STR005,19
1922,2024-10-08,SKU1002,STR005,15
1923,2024-10-08,SKU1003,STR005,24
1924,2024-10-08,SKU1004,STR005,25
1925,2024-10-08,SKU1005,STR005,23
1926,2024-10-08,SKU1001,STR006,223
1927,2024-10-08,SKU1002,STR006,169
1928,2024-10-08,SKU1003,STR006,298
1929,2024-10-08,SKU1004,STR006,211
1930,2024-10-08,SKU1005,STR006,197
1931,2024-10-08,SKU1001,STR007,232
1932,2024-10-08,SKU1002,STR007,200
1933,2024-10-08,SKU1003,STR007,191
1934,2024-10-08,SKU1004,STR007,194
1935,2024-10-08,SKU1005,STR007,155
1936,2024-10-08,SKU1001,STR008,68
1937,2024-10-08,SKU1002,STR008,103
1938,2024-10-08,SKU1003,STR008,63
1939,2024-10-08,SKU1004,STR008,55
1940,2024-10-08,SKU1005,STR008,55
1941,2024-10-08,SKU1001,STR009,71
1942,2024-10-08,SKU1002,STR009,83
1943,2024-10-08,SKU1003,STR009,71
1944,2024-10-08,SKU1004,STR009,62
1945,2024-10-08,SKU1005,STR009,62
1946,2024-10-08,SKU1001,STR010,55
1947,2024-10-08,SKU1002,STR010,111
1948,2024-10-08,SKU1003,STR010,54
1949,2024-10-08,SKU1004,STR010,60
1950,2024-10-08,SKU1005,STR010,64
1951,2024-10-09,SKU1001,STR001,114
1952,2024-10-09,SKU1002,STR001,88
1953,2024-10-09,SKU1003,STR001,103
1954,2024-10-09,SKU1004,STR001,69
1955,2024-10-09,SKU1005,STR001,78
1956,2024-10-09,SKU1001,STR002,8
1957,2024-10-09,SKU1002,STR002,19
1958,2024-10-09,SKU1003,STR002,10
1959,2024-10-09,SKU1004,STR002,23
1960,2024-10-09,SKU1005,STR002,9
1961,2024-10-09,SKU1001,STR003,7
1962,2024-10-09,SKU1002,STR003,20
1963,2024-10-09,SKU1003,STR003,13
1964,2024-10-09,SKU1004,STR003,22
