Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
13-06-2023,S004,P0019,Electronics,West,238,86,141,74.48,495.28,120.37,Cloudy,0,486.54,Summer
17-11-2023,S003,P0009,Groceries,East,254,38,132,41.79,14.99,3.35,Cloudy,0,16.38,Autumn
01-02-2022,S002,P0018,Groceries,South,446,112,117,107.88,8.24,1.13,Rainy,0,7.87,Winter
01-09-2023,S005,P0001,Groceries,North,188,164,31,184.6,33.74,6.12,Cloudy,0,31.68,Autumn
08-07-2022,S004,P0001,Groceries,West,477,476,117,481.13,34.27,7.66,Sunny,0,37.26,Summer
22-11-2023,S002,P0016,Furniture,South,412,333,105,282.88,242.99,31.31,Rainy,0,224.19,Autumn
04-10-2022,S002,P0015,Clothing,South,327,161,150,147.52,56.23,11.53,Rainy,0,53.25,Autumn
02-06-2022,S005,P0006,Furniture,North,364,196,4,198.47,168.58,40.27,Snowy,0,171.85,Summer
25-11-2023,S003,P0019,Electronics,East,291,103,140,116.45,474.95,141.6,Rainy,0,491.28,Autumn
07-12-2023,S005,P0020,Clothing,North,327,12,145,13.07,72.29,1.55,Cloudy,0,70.91,Winter
14-04-2022,S004,P0017,Toys,West,497,167,8,134.55,20.2,5.67,Sunny,0,21.35,Spring
21-01-2023,S003,P0010,Clothing,East,428,227,50,231.88,43.39,2.23,Snowy,0,41.47,Winter
08-01-2022,S001,P0008,Electronics,North,238,169,62,153.69,292.06,73.86,Snowy,0,274.47,Winter
10-08-2022,S005,P0010,Clothing,North,77,8,61,8.19,45.94,11.93,Cloudy,0,43.93,Summer
12-08-2023,S001,P0019,Electronics,North,86,67,11,66.45,504.36,39.62,Snowy,0,454.13,Summer
09-05-2023,S004,P0007,Groceries,West,115,97,84,108.93,4.15,0.99,Sunny,0,4.02,Spring
19-05-2023,S005,P0002,Toys,North,267,206,14,187.16,63.62,16.64,Sunny,0,66.8,Spring
31-07-2022,S001,P0011,Furniture,North,417,332,88,316.03,115.24,30.22,Rainy,0,109.22,Summer
30-08-2023,S003,P0012,Clothing,East,294,86,127,89.41,91.4,20.62,Sunny,0,85.62,Summer
09-07-2022,S001,P0018,Groceries,North,225,37,70,40.49,8.89,2.4,Cloudy,0,8.68,Summer
05-06-2023,S002,P0013,Toys,South,135,97,6,95.37,23.96,1.85,Rainy,0,26.09,Summer
11-03-2023,S002,P0020,Clothing,South,352,213,147,180.49,69.74,13.29,Rainy,0,72.19,Spring
22-07-2023,S003,P0019,Electronics,East,77,58,69,65.17,491.09,29.43,Snowy,0,451.17,Summer
29-11-2022,S001,P0004,Clothing,North,164,14,26,14.49,32.0,6.34,Rainy,0,32.56,Autumn
20-01-2023,S002,P0006,Furniture,South,366,360,24,426.34,168.27,19.63,Sunny,0,182.28,Winter
14-10-2023,S004,P0014,Electronics,West,431,359,53,324.75,206.24,19.41,Rainy,0,204.88,Autumn
19-01-2022,S003,P0002,Toys,East,435,273,98,239.02,60.69,17.3,Snowy,0,55.26,Winter
12-07-2023,S003,P0015,Clothing,East,412,181,69,165.06,57.42,4.71,Cloudy,0,61.85,Summer
08-04-2023,S003,P0007,Groceries,East,446,383,75,452.49,3.88,0.81,Cloudy,0,4.18,Spring
21-12-2023,S001,P0017,Toys,North,472,359,114,351.54,19.8,0.49,Rainy,0,21.64,Winter
09-08-2023,S004,P0004,Clothing,West,181,142,12,140.29,31.38,2.06,Sunny,0,34.4,Summer
09-04-2023,S001,P0004,Clothing,North,205,127,25,151.0,33.04,8.41,Snowy,0,32.26,Spring
09-04-2022,S003,P0008,Electronics,East,183,65,55,61.12,275.11,70.87,Rainy,1,292.42,Spring
02-09-2023,S002,P0002,Toys,South,471,252,81,276.64,60.38,6.5,Sunny,1,64.83,Autumn
14-10-2023,S005,P0017,Toys,North,248,150,34,136.19,20.0,0.58,Cloudy,0,19.57,Autumn
24-09-2023,S002,P0020,Clothing,South,412,299,6,304.72,70.61,0.73,Snowy,0,71.42,Autumn
30-04-2023,S002,P0019,Electronics,South,435,309,23,273.9,491.51,18.72,Cloudy,0,474.34,Spring
25-07-2022,S001,P0009,Groceries,North,416,146,7,147.93,15.02,3.16,Cloudy,1,15.21,Summer
15-01-2023,S005,P0003,Toys,North,445,33,7,30.17,26.68,5.33,Sunny,0,24.47,Winter
01-12-2022,S001,P0005,Electronics,North,272,139,140,111.28,73.93,12.95,Rainy,0,72.21,Winter
02-11-2023,S005,P0018,Groceries,North,355,272,108,236.02,8.85,0.84,Sunny,0,9.32,Autumn
13-10-2022,S003,P0010,Clothing,East,223,217,68,194.61,46.48,5.78,Snowy,1,42.28,Autumn
13-08-2022,S002,P0007,Groceries,South,419,13,83,11.72,4.15,1.1,Rainy,0,3.94,Summer
09-04-2022,S003,P0007,Groceries,East,500,198,24,180.71,4.12,0.06,Cloudy,0,4.16,Spring
04-05-2023,S004,P0011,Furniture,West,291,124,57,104.66,120.43,6.27,Rainy,0,116.73,Spring
12-03-2023,S002,P0015,Clothing,South,323,174,45,181.53,55.24,14.28,Rainy,1,54.77,Spring
17-06-2022,S003,P0010,Clothing,East,233,72,30,81.92,44.84,3.52,Cloudy,0,45.83,Summer
29-05-2023,S001,P0015,Clothing,North,259,115,136,135.76,54.96,15.14,Snowy,0,51.66,Spring
26-05-2023,S001,P0016,Furniture,North,386,49,68,50.69,238.29,3.66,Cloudy,1,222.07,Spring
26-09-2023,S004,P0001,Groceries,West,108,91,114,104.77,33.21,8.22,Snowy,0,30.09,Autumn
12-09-2023,S002,P0011,Furniture,South,314,225,86,210.96,115.86,14.41,Rainy,0,108.39,Autumn
25-10-2022,S002,P0016,Furniture,South,405,72,43,74.8,248.09,57.57,Snowy,1,264.5,Autumn
12-06-2023,S004,P0005,Electronics,West,285,136,128,144.21,75.19,12.02,Cloudy,0,72.78,Summer
23-01-2023,S002,P0002,Toys,South,430,265,71,272.32,61.15,0.5,Sunny,1,62.46,Winter
18-02-2022,S005,P0013,Toys,North,86,56,95,46.19,25.21,2.89,Sunny,0,26.14,Winter
16-02-2023,S003,P0015,Clothing,East,294,270,95,251.21,53.45,4.31,Cloudy,0,57.97,Winter
23-06-2022,S005,P0019,Electronics,North,383,157,72,128.37,480.93,1.77,Cloudy,0,461.82,Summer
05-02-2023,S002,P0011,Furniture,South,303,267,144,239.74,125.88,4.91,Snowy,0,131.89,Winter
16-08-2022,S002,P0013,Toys,South,222,130,67,149.28,25.96,6.37,Rainy,0,23.47,Summer
02-01-2023,S003,P0016,Furniture,East,239,214,147,243.96,251.0,7.76,Sunny,0,266.48,Winter
14-07-2022,S003,P0016,Furniture,East,314,143,147,122.15,250.36,47.7,Sunny,1,259.18,Summer
07-06-2023,S004,P0018,Groceries,West,91,19,62,16.48,8.31,0.96,Sunny,0,7.72,Summer
28-11-2023,S004,P0009,Groceries,West,367,115,102,125.03,14.81,1.78,Sunny,0,14.07,Autumn
31-03-2023,S003,P0018,Groceries,East,412,359,4,416.15,8.71,2.07,Sunny,0,8.12,Spring
14-06-2023,S003,P0015,Clothing,East,335,6,29,6.33,56.68,3.62,Rainy,0,54.81,Summer
08-04-2022,S002,P0006,Furniture,South,467,241,1,287.38,170.28,35.63,Sunny,1,185.95,Spring
19-01-2023,S003,P0009,Groceries,East,135,22,22,25.13,14.52,3.55,Cloudy,0,15.88,Winter
19-01-2022,S001,P0005,Electronics,North,401,167,40,158.8,71.49,4.72,Sunny,0,66.65,Winter
15-02-2022,S001,P0019,Electronics,North,253,231,56,186.04,523.45,153.55,Rainy,0,480.24,Winter
13-06-2022,S004,P0012,Clothing,West,256,139,116,152.42,85.48,6.17,Snowy,0,80.27,Summer
07-09-2023,S002,P0003,Toys,South,251,152,61,159.11,27.82,3.76,Cloudy,0,28.65,Autumn
01-10-2023,S002,P0012,Clothing,South,183,93,67,111.26,90.59,12.58,Cloudy,0,82.14,Autumn
29-07-2022,S003,P0017,Toys,East,145,69,103,61.56,19.84,3.81,Rainy,0,20.7,Summer
19-03-2023,S001,P0017,Toys,North,375,7,139,8.13,20.9,3.42,Cloudy,1,22.07,Spring
30-08-2022,S002,P0013,Toys,South,475,161,90,164.07,24.71,0.17,Cloudy,1,24.23,Summer
17-04-2023,S002,P0002,Toys,South,308,61,28,48.98,65.76,14.49,Cloudy,1,65.2,Spring
23-11-2023,S002,P0001,Groceries,South,438,419,122,484.18,33.4,4.96,Snowy,0,32.7,Autumn
22-10-2022,S005,P0001,Groceries,North,90,38,88,38.27,32.28,3.18,Sunny,0,30.89,Autumn
11-11-2023,S002,P0011,Furniture,South,184,164,67,192.09,118.09,10.41,Cloudy,0,121.25,Autumn
24-02-2022,S002,P0010,Clothing,South,147,24,104,25.01,46.83,8.2,Rainy,0,46.33,Winter
03-06-2023,S003,P0001,Groceries,East,120,7,128,6.71,34.33,9.79,Sunny,0,31.17,Summer
26-03-2023,S001,P0002,Toys,North,454,395,138,427.43,62.89,15.07,Sunny,0,61.05,Spring
24-11-2023,S001,P0005,Electronics,North,155,67,123,75.6,75.44,8.28,Sunny,0,68.33,Autumn
04-06-2022,S005,P0002,Toys,North,433,164,81,194.65,63.7,15.91,Rainy,1,60.33,Summer
23-01-2023,S003,P0013,Toys,East,344,318,47,337.06,24.63,7.03,Rainy,0,24.04,Winter
30-07-2023,S005,P0014,Electronics,North,219,72,134,74.75,192.45,44.92,Snowy,0,205.56,Summer
11-04-2023,S005,P0010,Clothing,North,167,121,73,120.3,47.1,6.25,Snowy,0,44.26,Spring
23-02-2022,S002,P0005,Electronics,South,151,68,44,67.98,71.66,6.14,Cloudy,0,71.81,Winter
27-02-2023,S003,P0016,Furniture,East,219,218,99,234.34,259.39,49.61,Rainy,1,262.07,Winter
25-12-2023,S005,P0010,Clothing,North,143,124,89,135.64,44.39,2.82,Snowy,0,44.92,Winter
17-10-2022,S002,P0005,Electronics,South,144,100,11,105.69,77.01,15.96,Snowy,1,80.45,Autumn
27-07-2023,S004,P0020,Clothing,West,300,242,120,212.66,71.77,9.59,Rainy,0,78.56,Summer
25-11-2023,S003,P0012,Clothing,East,200,99,66,93.62,86.09,11.67,Sunny,0,78.66,Autumn
29-03-2023,S002,P0009,Groceries,South,202,116,10,109.12,14.62,3.14,Sunny,0,15.72,Spring
17-05-2023,S005,P0007,Groceries,North,147,146,116,168.48,3.88,0.95,Sunny,1,3.68,Spring
10-04-2023,S002,P0020,Clothing,South,241,25,148,26.47,75.42,7.51,Snowy,1,79.58,Spring
16-12-2022,S002,P0011,Furniture,South,156,50,118,40.65,114.51,32.98,Sunny,0,114.62,Winter
12-12-2023,S003,P0014,Electronics,East,149,99,60,95.0,205.8,55.14,Snowy,0,212.87,Winter
17-01-2023,S001,P0011,Furniture,North,396,65,68,70.35,125.85,1.44,Cloudy,0,131.9,Winter
12-07-2022,S004,P0006,Furniture,West,316,84,34,71.63,181.38,46.71,Snowy,0,169.54,Summer
22-05-2022,S003,P0010,Clothing,East,237,234,112,203.79,45.25,2.19,Snowy,1,42.02,Spring
16-04-2023,S005,P0017,Toys,North,52,45,130,50.72,19.98,3.31,Cloudy,0,19.49,Spring
09-11-2022,S003,P0012,Clothing,East,271,266,88,278.0,90.81,12.0,Snowy,0,86.64,Autumn
27-06-2022,S002,P0009,Groceries,South,57,13,19,14.17,15.11,4.52,Cloudy,0,14.48,Summer
22-01-2022,S004,P0008,Electronics,West,76,57,59,63.86,290.57,56.46,Snowy,0,281.28,Winter
21-01-2022,S005,P0019,Electronics,North,261,134,25,116.04,479.65,7.62,Snowy,1,454.51,Winter
11-03-2023,S005,P0009,Groceries,North,289,108,113,98.8,15.39,3.74,Snowy,0,14.21,Spring
20-01-2022,S004,P0011,Furniture,West,139,116,73,134.3,119.15,32.92,Rainy,0,123.49,Winter
17-09-2023,S001,P0017,Toys,North,238,156,107,136.55,20.53,3.38,Rainy,0,18.93,Autumn
03-09-2022,S004,P0006,Furniture,West,376,109,94,104.75,182.37,14.46,Sunny,0,173.64,Autumn
15-06-2023,S003,P0001,Groceries,East,169,142,48,151.42,35.15,5.16,Cloudy,0,34.57,Summer
08-01-2023,S004,P0012,Clothing,West,93,5,126,5.98,84.19,0.82,Sunny,0,91.95,Winter
14-10-2023,S001,P0015,Clothing,North,55,44,32,40.66,56.14,1.7,Cloudy,1,58.22,Autumn
31-05-2022,S001,P0015,Clothing,North,233,63,5,53.44,56.85,8.44,Cloudy,0,60.39,Spring
11-10-2023,S003,P0002,Toys,East,73,72,12,61.56,63.47,11.25,Cloudy,0,69.61,Autumn
07-06-2023,S005,P0007,Groceries,North,90,41,31,33.95,3.88,0.45,Sunny,0,3.76,Summer
12-08-2022,S003,P0011,Furniture,East,120,72,66,76.63,121.38,35.98,Rainy,0,130.6,Summer
17-12-2022,S001,P0016,Furniture,North,122,12,92,12.75,250.41,73.44,Cloudy,0,241.45,Winter
21-07-2022,S005,P0011,Furniture,North,316,68,111,73.89,122.11,33.38,Sunny,0,117.86,Summer
17-05-2022,S002,P0014,Electronics,South,342,115,26,98.33,203.83,59.73,Rainy,1,219.7,Spring
30-04-2022,S001,P0009,Groceries,North,173,148,57,141.16,15.23,0.58,Rainy,0,15.53,Spring
26-12-2022,S005,P0011,Furniture,North,212,97,105,107.71,114.4,14.37,Rainy,0,119.58,Winter
29-12-2022,S004,P0017,Toys,West,348,40,31,37.68,20.29,0.83,Snowy,1,21.69,Winter
23-01-2022,S003,P0005,Electronics,East,189,167,35,142.2,71.88,12.47,Sunny,0,67.66,Winter
29-04-2023,S005,P0008,Electronics,North,175,145,12,138.87,299.29,57.9,Rainy,0,281.66,Spring
27-11-2022,S004,P0005,Electronics,West,61,27,80,23.66,76.68,10.47,Sunny,0,84.09,Autumn
10-04-2022,S003,P0011,Furniture,East,353,350,32,341.09,122.92,21.51,Sunny,0,121.78,Spring
14-09-2022,S001,P0012,Clothing,North,238,220,0,179.23,85.8,4.39,Rainy,0,93.23,Autumn
01-09-2023,S004,P0008,Electronics,West,451,362,126,335.61,287.76,56.0,Rainy,0,271.95,Autumn
07-04-2022,S001,P0003,Toys,North,286,254,21,229.12,27.04,3.72,Snowy,0,28.5,Spring
16-12-2022,S003,P0007,Groceries,East,106,14,99,13.76,4.14,0.25,Sunny,0,4.12,Winter
09-08-2023,S002,P0012,Clothing,South,414,201,80,201.77,89.74,6.34,Rainy,0,95.81,Summer
30-10-2022,S005,P0004,Clothing,North,290,68,15,63.94,31.13,1.91,Rainy,0,34.1,Autumn
09-02-2023,S001,P0008,Electronics,North,376,116,14,109.36,292.14,38.51,Rainy,0,294.66,Winter
28-06-2023,S003,P0011,Furniture,East,395,219,37,262.03,122.77,12.63,Sunny,0,133.08,Summer
03-06-2022,S001,P0005,Electronics,North,217,217,53,178.27,77.12,22.58,Rainy,0,84.06,Summer
31-12-2022,S005,P0018,Groceries,North,145,50,57,45.59,8.81,0.85,Cloudy,0,8.12,Winter
06-01-2022,S001,P0013,Toys,North,298,269,62,305.26,25.09,3.18,Sunny,0,23.29,Winter
24-06-2022,S001,P0007,Groceries,North,371,175,143,185.42,4.02,0.29,Sunny,1,4.23,Summer
14-03-2023,S005,P0019,Electronics,North,294,239,3,205.91,486.76,142.5,Rainy,1,460.84,Spring
30-12-2023,S005,P0007,Groceries,North,201,41,126,39.25,4.01,0.19,Cloudy,0,4.14,Winter
05-07-2023,S005,P0006,Furniture,North,50,23,98,26.53,178.74,8.93,Sunny,0,165.34,Summer
23-07-2023,S004,P0008,Electronics,West,412,264,97,260.66,294.87,0.66,Snowy,0,282.13,Summer
14-10-2022,S003,P0014,Electronics,East,281,73,10,68.12,197.69,21.57,Sunny,0,188.02,Autumn
13-08-2022,S003,P0009,Groceries,East,452,231,100,251.75,14.68,1.62,Cloudy,0,14.1,Summer
17-09-2023,S002,P0009,Groceries,South,368,316,113,253.74,15.29,3.13,Sunny,0,16.74,Autumn
07-03-2022,S001,P0020,Clothing,North,285,175,108,175.53,70.68,13.25,Rainy,1,63.74,Spring
13-08-2022,S004,P0006,Furniture,West,132,124,109,112.97,173.33,43.15,Sunny,0,160.37,Summer
17-02-2022,S005,P0018,Groceries,North,50,50,56,53.36,8.86,0.56,Snowy,0,8.7,Winter
19-11-2022,S005,P0005,Electronics,North,91,35,65,39.66,75.45,8.83,Cloudy,0,68.19,Autumn
17-04-2023,S004,P0006,Furniture,West,176,163,131,183.1,170.83,0.3,Cloudy,0,168.23,Spring
21-06-2023,S004,P0014,Electronics,West,312,191,113,188.73,204.43,4.78,Cloudy,0,193.35,Summer
21-12-2023,S002,P0019,Electronics,South,241,177,88,176.49,518.69,149.16,Rainy,1,488.84,Winter
17-10-2022,S001,P0011,Furniture,North,349,327,23,289.05,118.99,32.98,Cloudy,0,108.8,Autumn
24-09-2023,S002,P0020,Clothing,South,209,77,47,64.34,69.73,5.6,Rainy,0,70.25,Autumn
04-10-2023,S003,P0004,Clothing,East,314,292,67,277.22,33.99,0.72,Snowy,0,31.16,Autumn
08-07-2023,S001,P0009,Groceries,North,383,119,73,112.6,14.41,2.29,Rainy,1,13.13,Summer
10-02-2022,S004,P0010,Clothing,West,174,24,1,23.02,46.05,6.19,Cloudy,1,46.98,Winter
20-02-2022,S005,P0010,Clothing,North,423,316,54,376.4,47.55,3.72,Cloudy,0,45.28,Winter
22-11-2023,S005,P0003,Toys,North,490,286,79,289.72,29.14,1.22,Rainy,0,31.83,Autumn
12-12-2022,S001,P0019,Electronics,North,415,350,110,296.45,484.65,109.45,Snowy,0,497.26,Winter
27-12-2022,S003,P0013,Toys,East,465,319,114,279.87,24.77,3.29,Snowy,0,26.43,Winter
31-03-2023,S003,P0002,Toys,East,229,221,0,218.44,63.13,4.92,Rainy,0,57.62,Spring
29-03-2023,S005,P0001,Groceries,North,235,125,16,117.48,32.38,5.4,Sunny,1,32.47,Spring
17-09-2022,S001,P0016,Furniture,North,426,112,93,118.02,241.13,43.35,Sunny,0,246.96,Autumn
26-05-2022,S003,P0016,Furniture,East,367,38,60,30.76,239.37,58.04,Cloudy,0,216.87,Spring
28-12-2023,S001,P0005,Electronics,North,183,108,27,120.29,72.04,1.13,Snowy,0,74.51,Winter
24-08-2022,S005,P0018,Groceries,North,465,167,119,179.34,8.36,2.34,Rainy,1,7.59,Summer
03-10-2023,S003,P0013,Toys,East,450,353,2,390.53,25.81,7.08,Sunny,1,27.03,Autumn
25-10-2022,S001,P0008,Electronics,North,137,97,121,87.48,295.04,68.91,Cloudy,0,307.84,Autumn
20-12-2022,S001,P0002,Toys,North,88,88,4,76.67,63.42,10.17,Sunny,0,58.92,Winter
01-08-2023,S001,P0001,Groceries,North,432,339,55,271.88,32.91,0.16,Sunny,0,34.59,Summer
27-07-2022,S002,P0020,Clothing,South,248,121,102,132.48,68.73,8.24,Rainy,0,75.54,Summer
08-09-2023,S003,P0001,Groceries,East,192,57,91,55.05,32.0,0.06,Sunny,0,33.43,Autumn
11-06-2022,S001,P0007,Groceries,North,372,114,33,110.7,4.05,0.62,Rainy,0,4.26,Summer
06-05-2022,S004,P0013,Toys,West,166,29,64,26.08,25.51,3.02,Cloudy,0,27.61,Spring
18-11-2022,S002,P0015,Clothing,South,84,80,22,65.4,54.09,6.7,Snowy,0,58.3,Autumn
10-06-2022,S004,P0001,Groceries,West,145,63,61,52.05,32.41,4.09,Snowy,0,32.59,Summer
19-07-2023,S003,P0009,Groceries,East,418,288,116,283.02,14.68,1.86,Rainy,0,15.85,Summer
03-02-2023,S005,P0015,Clothing,North,478,460,45,551.59,53.79,11.89,Rainy,0,50.34,Winter
29-06-2023,S001,P0003,Toys,North,480,234,66,258.28,27.68,7.09,Snowy,1,27.2,Summer
18-04-2023,S004,P0006,Furniture,West,200,125,73,125.76,180.2,7.24,Rainy,0,167.44,Spring
28-03-2023,S001,P0011,Furniture,North,120,107,122,123.17,124.34,35.69,Sunny,0,125.41,Spring
22-04-2023,S003,P0020,Clothing,East,309,119,49,129.86,75.59,15.21,Cloudy,0,72.09,Spring
18-02-2023,S003,P0011,Furniture,East,283,276,70,321.14,125.01,21.5,Snowy,1,125.73,Winter
11-06-2022,S003,P0002,Toys,East,378,345,28,279.96,63.52,17.82,Rainy,1,65.52,Summer
25-03-2022,S004,P0018,Groceries,West,116,103,139,85.54,8.62,1.55,Cloudy,0,8.08,Spring
17-08-2022,S001,P0011,Furniture,North,366,261,33,243.17,124.72,11.39,Rainy,0,116.04,Summer
05-04-2023,S005,P0020,Clothing,North,440,49,150,49.24,74.19,2.34,Cloudy,0,76.53,Spring
28-06-2023,S003,P0016,Furniture,East,476,99,145,84.31,261.81,5.88,Rainy,0,286.68,Summer
12-09-2023,S003,P0004,Clothing,East,94,81,83,84.48,31.45,5.39,Rainy,0,28.89,Autumn
22-03-2023,S002,P0007,Groceries,South,439,376,109,373.93,3.86,1.07,Rainy,1,4.13,Spring
13-10-2023,S003,P0005,Electronics,East,62,49,100,52.1,70.7,2.68,Rainy,0,75.94,Autumn
23-08-2022,S002,P0006,Furniture,South,293,290,3,335.47,173.97,40.13,Rainy,0,183.45,Summer
09-02-2023,S005,P0007,Groceries,North,371,52,37,48.95,3.98,0.47,Cloudy,0,4.09,Winter
11-05-2022,S001,P0002,Toys,North,324,284,31,238.42,63.49,6.04,Sunny,0,67.24,Spring
16-06-2022,S004,P0016,Furniture,West,460,30,17,33.43,243.52,1.04,Rainy,0,232.32,Summer
08-04-2023,S002,P0011,Furniture,South,365,175,81,187.8,117.22,12.63,Snowy,1,111.26,Spring
25-10-2022,S004,P0016,Furniture,West,61,37,42,32.76,242.39,64.57,Cloudy,0,248.11,Autumn
23-06-2022,S005,P0007,Groceries,North,135,71,74,63.52,3.92,0.58,Cloudy,0,3.55,Summer
16-10-2023,S003,P0013,Toys,East,442,94,68,108.34,25.32,2.85,Rainy,1,26.04,Autumn
17-03-2023,S001,P0002,Toys,North,97,92,32,108.92,60.31,2.33,Sunny,0,65.66,Spring
03-04-2023,S005,P0015,Clothing,North,120,98,32,102.74,56.48,0.44,Sunny,0,53.22,Spring
03-06-2023,S002,P0009,Groceries,South,113,97,52,109.25,15.14,1.2,Rainy,0,13.91,Summer
13-01-2022,S001,P0009,Groceries,North,488,249,65,246.88,15.56,2.83,Cloudy,1,15.91,Winter
30-09-2023,S003,P0010,Clothing,East,212,120,146,104.4,44.47,4.78,Rainy,0,46.7,Autumn
31-08-2023,S003,P0014,Electronics,East,392,128,67,110.15,203.98,24.99,Rainy,0,198.86,Summer
30-08-2022,S003,P0011,Furniture,East,303,57,26,66.37,123.36,10.94,Cloudy,0,116.23,Summer
18-01-2022,S004,P0004,Clothing,West,313,309,116,352.05,31.41,3.02,Rainy,0,29.01,Winter
07-01-2022,S003,P0002,Toys,East,76,12,9,12.66,64.43,13.6,Sunny,0,61.64,Winter
20-12-2023,S002,P0014,Electronics,South,94,72,15,62.0,201.66,36.3,Snowy,0,184.7,Winter
12-10-2022,S005,P0001,Groceries,North,469,244,87,282.14,32.17,7.98,Snowy,0,33.04,Autumn
02-01-2022,S001,P0020,Clothing,North,368,238,44,258.23,73.38,6.93,Rainy,0,76.0,Winter
22-09-2022,S001,P0015,Clothing,North,479,145,41,166.57,57.45,9.67,Rainy,0,60.36,Autumn
14-10-2022,S003,P0018,Groceries,East,185,107,39,92.01,8.69,0.22,Rainy,0,8.73,Autumn
10-07-2022,S003,P0007,Groceries,East,489,67,78,64.67,3.82,0.57,Sunny,1,3.61,Summer
06-01-2022,S002,P0008,Electronics,South,201,93,125,91.52,275.56,73.54,Cloudy,0,279.45,Winter
11-12-2022,S005,P0010,Clothing,North,121,32,141,37.78,45.16,2.67,Cloudy,0,48.64,Winter
11-09-2022,S002,P0019,Electronics,South,412,23,116,21.84,493.22,127.96,Snowy,0,534.08,Autumn
19-07-2023,S001,P0014,Electronics,North,201,110,82,106.87,195.62,33.02,Snowy,0,201.75,Summer
20-10-2022,S004,P0008,Electronics,West,144,143,13,120.32,286.23,40.35,Cloudy,0,288.86,Autumn
22-10-2022,S004,P0009,Groceries,West,150,131,145,140.51,14.75,2.54,Snowy,0,15.82,Autumn
16-01-2023,S002,P0011,Furniture,South,189,14,3,13.25,123.53,25.74,Cloudy,0,123.11,Winter
20-05-2022,S002,P0007,Groceries,South,498,90,139,77.99,3.87,0.82,Rainy,0,3.53,Spring
28-08-2022,S002,P0002,Toys,South,405,123,99,106.98,60.82,4.54,Rainy,0,56.1,Summer
17-01-2022,S004,P0007,Groceries,West,311,61,0,72.2,4.13,0.82,Snowy,0,4.49,Winter
19-10-2023,S004,P0020,Clothing,West,326,56,99,66.32,73.14,20.7,Snowy,0,77.66,Autumn
22-05-2022,S001,P0005,Electronics,North,52,27,0,31.8,71.47,1.81,Sunny,0,75.6,Spring
08-04-2023,S001,P0011,Furniture,North,186,107,81,109.32,120.56,12.9,Sunny,0,118.96,Spring
21-11-2022,S003,P0017,Toys,East,455,349,64,323.21,19.1,3.28,Sunny,0,19.81,Autumn
27-06-2022,S005,P0007,Groceries,North,466,386,72,455.98,4.13,1.04,Snowy,0,4.01,Summer
12-10-2023,S004,P0006,Furniture,West,395,244,5,244.54,178.08,2.37,Cloudy,0,171.14,Autumn
01-12-2022,S002,P0002,Toys,South,98,5,22,4.28,63.71,10.19,Sunny,0,58.53,Winter
23-09-2022,S005,P0010,Clothing,North,267,87,99,81.9,43.78,0.03,Cloudy,0,46.12,Autumn
13-01-2022,S001,P0002,Toys,North,371,52,90,55.38,62.18,6.94,Sunny,0,62.8,Winter
20-08-2023,S003,P0017,Toys,East,355,34,3,28.42,20.25,0.77,Cloudy,0,19.1,Summer
14-06-2022,S003,P0019,Electronics,East,475,12,89,9.88,483.65,96.75,Rainy,0,474.94,Summer
27-07-2022,S005,P0012,Clothing,North,97,79,48,78.91,84.91,2.95,Snowy,0,79.92,Summer
27-06-2023,S003,P0015,Clothing,East,183,154,1,136.04,54.35,13.23,Rainy,0,58.61,Summer
28-09-2023,S001,P0012,Clothing,North,424,218,142,207.08,87.29,24.59,Cloudy,0,82.7,Autumn
18-01-2022,S001,P0018,Groceries,North,498,41,40,40.4,8.73,2.16,Snowy,0,9.24,Winter
16-07-2022,S001,P0005,Electronics,North,143,31,99,25.34,72.15,4.11,Snowy,0,65.6,Summer
08-01-2023,S004,P0004,Clothing,West,293,127,10,140.43,31.46,1.55,Sunny,0,28.7,Winter
03-02-2023,S003,P0010,Clothing,East,471,415,108,464.25,46.97,7.57,Rainy,0,50.79,Winter
06-11-2023,S002,P0014,Electronics,South,409,119,34,117.71,209.96,18.51,Cloudy,0,193.2,Autumn
02-06-2022,S005,P0012,Clothing,North,411,146,143,169.24,84.69,23.86,Sunny,0,80.8,Summer
09-08-2023,S001,P0009,Groceries,North,379,115,111,106.93,14.54,4.14,Snowy,0,13.39,Summer
12-01-2022,S002,P0015,Clothing,South,253,84,100,98.75,52.71,4.15,Rainy,0,52.78,Winter
21-05-2023,S004,P0001,Groceries,West,495,334,121,361.08,33.62,4.66,Cloudy,0,34.24,Spring
13-05-2023,S003,P0016,Furniture,East,60,27,66,29.57,252.15,54.49,Rainy,0,266.85,Spring
20-01-2023,S001,P0002,Toys,North,415,366,14,367.93,65.24,17.88,Cloudy,0,66.38,Winter
25-05-2023,S003,P0016,Furniture,East,391,224,34,212.96,257.45,31.12,Snowy,0,250.06,Spring
01-07-2022,S005,P0020,Clothing,North,54,48,57,47.73,71.3,7.33,Sunny,0,74.53,Summer
22-02-2022,S005,P0017,Toys,North,171,30,38,34.18,19.73,2.43,Cloudy,1,18.37,Winter
05-12-2022,S004,P0013,Toys,West,348,162,38,144.67,24.53,1.52,Cloudy,1,26.39,Winter
27-07-2023,S005,P0005,Electronics,North,127,102,71,116.03,70.29,6.24,Rainy,0,69.61,Summer
